Player;Position;Age;Transfer Value;Division;Based In;Interceptions per 90;Possession Won per 90;Shots on Target Percentage;Key Tackles per 90;Conv %;Save Percentage;xGP/90;Open Play Key Passes per 90;Chances Created per 90;Pass Completion Percentage;Possession Lost per 90;xGP;Clearances per 90;Pres A/90;Pres C/90;Tackles Completed per 90;Shots From Outside The Box Per 90 minutes;Shots on Target per 90;Expected Save Percentage;Passes Attempted per 90;Progressive Passes per 90;Sprints/90;Key Passes per 90;Dribbles per 90;Tackled Completed;Open Play Crosses Completed per 90;Shot/90;Shts Blckd/90;Blk/90;Goals per 90 minutes;Dist/90;NP-xG/90;Headers Attempted per 90;xA/90;Open Play Crosses Attempted per 90;Headers Won per 90;Asts/90;Crosses Attempted per 90;Crosses Completed Ratio;Key Headers per 90;Headers Won Percentage;xG-OP;Tackles Attempted;xG/90;Goals Conceded;Minutes
Fatih Kaya;AM (LC), ST (C);26;425K € - 1,4M €;3. Liga;Germany;0,6;2,6;50%;0,0;13%;0;0,0;1,2;0,5;87%;10,0;0;0,3;1,9;0,4;0,2;1,2;1,1;0;28,8;1,3;9,2;1,4;0,9;4;0,2;2,2;0,1;0,1;0,3;11,9;0,2;7,3;0,2;1,2;1,9;0,1;3,8;10;0,1;26;1.36;6;0,2;0;1616
Klaus Gjasula;D (C), DM;36;0 € - 65K €;3. Liga;Germany;3,0;8,7;38%;0,1;6%;0;0,0;0,5;0,2;89%;5,3;0;0,8;6,7;2,0;0,7;0,5;0,4;0;50,0;4,7;12,8;0,5;0,1;11;0,0;1,0;0,9;1,2;0,1;12,0;0,1;3,7;0,0;0,0;2,0;0,0;0,0;0;0,5;53;-0.3;31;0,1;0;1493
Jakob Golz;GK;27;300K € - 1,1M €;3. Liga;Germany;0,5;11,0;0%;0,0;0%;79;-0,0;0,0;0,0;75%;8,9;-0.19;2,6;0,0;0,0;0,1;0,0;0,0;88;29,3;1,1;0,0;0,0;0,0;3;0,0;0,0;0,0;0,0;0,0;6,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0,0;0;0;4;0,0;27;1860
Lucas Brumme;D/WB/M/AM (L);26;85K € - 850K €;3. Liga;Germany;3,5;11,2;33%;0,1;0%;0;0,0;0,9;0,1;86%;12,7;0;1,2;7,1;2,1;1,6;0,2;0,1;0;56,3;6,9;17,5;1,0;1,0;27;0,3;0,3;0,4;0,7;0,0;12,5;0,0;4,5;0,1;3,2;2,8;0,1;4,5;11;0,3;62;-0.29;45;0,0;0;1564
Lars Kehl;AM (RC), ST (C);23;100K € - 1M €;3. Liga;Germany;1,4;5,1;50%;0,2;23%;0;0,0;1,9;0,7;86%;11,3;0;0,1;7,6;2,1;1,1;0,6;0,7;0;42,8;3,6;15,4;2,4;2,6;18;0,3;1,3;0,2;0,2;0,3;12,8;0,2;3,3;0,2;1,9;0,3;0,1;4,6;14;0,1;9;2.11;22;0,2;0;1510
Marius Funk;GK;29;8K € - 75K €;3. Liga;Germany;0,4;12,2;0%;0,0;0%;78;-0,0;0,0;0,0;77%;11,8;-0.43;11,8;0,0;0,0;0,0;0,0;0,0;88;18,2;0,7;0,1;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;5,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0,0;0;0;0;0,0;15;1080
José-Enrique Ríos Alonso;D (RC);25;100K € - 1M €;3. Liga;Germany;3,2;12,8;33%;0,1;11%;0;0,0;0,4;0,1;87%;7,0;0;1,6;3,6;1,0;1,1;0,2;0,2;0;52,6;4,6;8,6;0,4;0,1;18;0,1;0,6;0,2;0,6;0,1;11,0;0,0;4,9;0,0;0,9;3,6;0,0;0,9;7;0,4;73;0.24;21;0,0;0;1446
Felix Gebhardt;GK;23;180K € - 1,8M €;3. Liga;Germany;0,7;11,8;0%;0,0;0%;73;-0,5;0,0;0,0;67%;12,2;-9.29;3,8;0,0;0,0;0,0;0,0;0,0;86;25,4;1,5;0,1;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;6,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0,0;0;0;0;0,0;31;1620
Julian Guttau;AM (RLC);26;24K € - 240K €;3. Liga;Germany;1,1;4,1;36%;0,0;14%;0;0,0;0,9;0,3;89%;7,8;0;0,3;4,7;1,8;0,5;1,1;0,7;0;44,8;2,0;8,6;0,9;1,1;7;0,3;1,8;0,2;0,3;0,3;12,4;0,2;4,5;0,1;1,5;0,6;0,0;1,5;21;0,0;13;1.02;8;0,2;0;1367
Phillip Menzel;GK;27;35K € - 375K €;3. Liga;Germany;0,7;11,5;0%;0,1;0%;80;0,2;0,1;0,0;75%;9,6;3.41;4,9;0,0;0,0;0,0;0,0;0,0;88;25,1;1,0;0,1;0,1;0,0;0;0,0;0,0;0,0;0,0;0,0;4,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0,0;0;0;2;0,0;15;1500
Rasim Bulić;D (C), DM, M (C);25;240K € - 850K €;3. Liga;Germany;3,2;10,1;41%;0,2;5%;0;0,0;0,4;0,0;89%;6,4;0;1,2;7,5;1,7;1,7;0,7;0,6;0;54,2;4,3;10,9;0,4;0,1;26;0,0;1,4;0,4;0,4;0,1;12,4;0,1;4,6;0,0;0,3;3,0;0,0;0,3;0;0,7;65;0.13;39;0,1;0;1407
Lukas Jonsson;GK;33;Not for Sale;3. Liga;Germany;0,4;9,7;0%;0,0;0%;77;-0,0;0,0;0,0;60%;12,1;-0.19;5,7;0,0;0,0;0,0;0,0;0,0;87;20,9;0,7;0,2;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;4,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0,0;0;0;2;0,0;22;1710
Timur Gayret;M/AM (C), ST (C);27;100K € - 300K €;3. Liga;Germany;2,5;8,3;48%;0,0;3%;0;0,0;1,3;0,4;88%;8,6;0;0,6;7,5;2,0;1,4;1,6;1,2;0;41,7;2,6;17,6;1,8;1,1;20;0,4;2,4;0,1;0,2;0,1;11,4;0,2;1,9;0,2;0,7;0,5;0,3;2,7;24;0,0;27;-1.59;28;0,2;0;1247
Tarik Gözüsirin;DM, M/AM (C);24;65K € - 650K €;3. Liga;Germany;2,1;8,0;33%;0,0;8%;0;0,0;1,0;0,2;88%;9,7;0;0,6;9,1;2,4;2,6;0,5;0,2;0;58,8;6,2;11,8;1,1;0,7;44;0,1;0,7;0,2;0,4;0,1;11,7;0,1;1,8;0,1;0,7;0,7;0,1;0,8;15;0,1;35;-0.08;54;0,1;0;1521
Danny Schmidt;M/AM (C), ST (C);22;130K € - 1,3M €;3. Liga;Germany;0,8;3,3;51%;0,0;20%;0;0,0;1,3;0,4;87%;9,5;0;0,2;2,5;0,6;0,5;1,0;1,1;0;39,5;2,0;8,0;1,3;1,7;8;0,4;2,0;0,1;0,2;0,4;12,0;0,2;4,7;0,2;1,6;1,2;0,1;1,6;25;0,1;26;2.17;9;0,3;0;1542
Aljaž Casar;D (C), DM, M (C);25;250K € - 900K €;3. Liga;Germany;3,2;10,6;27%;0,0;0%;0;0,0;0,3;0,0;91%;6,3;0;0,7;7,4;1,5;1,5;0,5;0,3;0;56,1;4,6;11,1;0,3;0,3;17;0,0;1,0;0,3;0,6;0,0;12,3;0,1;2,8;0,0;0,0;2,2;0,1;0,0;0;1,0;78;-0.82;25;0,1;0;1033
Benjamin Uphoff;GK;32;24K € - 230K €;3. Liga;Germany;0,7;9,1;0%;0,0;0%;79;0,1;0,0;0,0;76%;9,1;1.02;5,2;0,0;0,0;0,0;0,0;0,0;85;20,3;0,6;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;4,3;0,0;0,0;0,0;0,0;0,0;0,1;0,0;0;0,0;0;0;0;0,0;16;1260
Christian Kühlwetter;DM, M/AM (C), ST (C);29;160K € - 550K €;3. Liga;Germany;2,1;6,1;35%;0,0;8%;0;0,0;1,3;0,1;91%;6,5;0;0,5;6,4;1,4;1,4;1,5;0,8;0;43,5;4,0;13,5;1,3;0,6;24;0,1;2,2;0,5;0,5;0,2;11,3;0,1;3,1;0,1;0,6;1,1;0,1;0,6;9;0,1;36;-0.06;37;0,2;0;1530
Bjarke Jacobsen;D (C), DM, M (C);32;Not for Sale;3. Liga;Germany;3,3;10,6;33%;0,1;0%;0;0,0;0,6;0,1;90%;7,0;0;1,4;7,3;1,7;1,3;1,1;0,4;0;59,3;5,2;15,4;0,6;0,3;20;0,0;1,3;0,4;0,7;0,0;11,8;0,0;4,9;0,0;0,2;3,4;0,1;0,2;0;1,7;70;-0.56;30;0,0;0;1424
David Otto;AM (RL), ST (C);26;85K € - 850K €;3. Liga;Germany;0,9;2,2;42%;0,0;17%;0;0,0;1,1;0,5;89%;6,0;0;0,3;2,3;0,8;0,2;0,9;1,0;0;29,4;0,7;6,6;1,1;0,5;4;0,1;2,4;0,1;0,1;0,4;11,1;0,3;10,2;0,2;0,6;2,8;0,3;0,6;23;0,0;27;1.83;5;0,3;0;1827
Philipp Schulze;GK;22;240K € - 800K €;3. Liga;Germany;0,4;10,4;0%;0,0;0%;77;0,1;0,2;0,0;83%;6,4;0.8;3,2;0,0;0,0;0,0;0,0;0,0;84;27,6;1,1;0,1;0,2;0,0;0;0,0;0,0;0,0;0,0;0,0;4,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0,0;0;0;0;0,0;24;1440
Niko Kijewski;D (LC), WB (L);29;70K € - 700K €;3. Liga;Germany;3,3;11,8;39%;0,2;0%;0;0,0;1,5;0,3;82%;18,6;0;1,4;8,4;1,9;1,8;0,8;0,3;0;56,6;8,7;25,1;1,9;2,2;39;1,1;0,8;0,3;1,3;0,0;13,1;0,0;4,2;0,1;7,0;2,9;0,3;11,0;14;0,6;70;-0.51;67;0,0;0;1970
Mason Toye;AM (RL), ST (C);27;22K € - 230K €;3. Liga;Germany;0,9;2,7;50%;0,0;13%;0;0,0;1,0;0,5;87%;6,3;0;0,3;3,3;0,7;0,5;0,5;1,0;0;27,3;0,8;6,3;1,0;1,1;6;0,3;1,9;0,2;0,2;0,2;11,4;0,4;6,9;0,1;0,6;2,4;0,0;0,6;57;0,2;34;-1.53;8;0,4;0;1128
Axel Borgmann;D/WB (L), M (C);31;55K € - 180K €;3. Liga;Germany;3,7;10,6;45%;0,0;18%;0;0,0;1,5;0,5;87%;16,0;0;0,7;8,7;2,4;2,3;0,3;0,3;0;64,7;9,2;25,5;1,6;2,0;44;1,3;0,6;0,4;0,7;0,1;13,4;0,0;3,6;0,1;6,3;1,7;0,2;7,5;18;0,3;47;1.23;60;0,0;0;1735
Leopold Wurm;D (C);19;190K € - 1,9M €;3. Liga;Germany;4,0;12,6;33%;0,0;0%;0;0,0;0,5;0,1;86%;7,1;0;1,1;2,2;0,4;0,4;0,0;0,2;0;45,8;2,8;4,6;0,5;0,1;7;0,0;0,5;0,3;0,4;0,0;10,1;0,0;6,6;0,0;0,0;5,6;0,1;0,0;0;1,8;85;-0.51;8;0,0;0;1681
Kasim Rabihić;M/AM (RC), ST (C);32;4,5K € - 45K €;3. Liga;Germany;1,4;3,4;42%;0,0;13%;0;0,0;1,5;0,6;88%;9,4;0;0,1;2,2;0,8;0,2;1,1;1,1;0;41,1;2,3;6,9;2,1;1,7;3;0,2;2,7;0,1;0,1;0,4;11,8;0,5;3,4;0,2;0,8;0,5;0,4;3,4;17;0,0;15;-1.32;4;0,5;0;1258
Mika Hanraths;D (C);26;65K € - 650K €;3. Liga;Germany;3,6;12,2;0%;0,2;0%;0;0,0;0,3;0,1;87%;7,5;0;1,9;2,9;1,1;0,6;0,1;0,0;0;51,8;3,1;7,4;0,3;0,0;10;0,1;0,2;0,4;0,5;0,0;10,7;0,0;7,4;0,0;0,1;5,4;0,0;0,1;100;1,4;72;-0.13;14;0,0;0;1530
Manuel Zeitz;D (C), DM, M (C);35;0 € - 24K €;3. Liga;Germany;2,7;8,9;58%;0,1;8%;0;0,0;0,7;0,1;91%;4,3;0;0,9;5,1;1,2;1,3;1,0;0,6;0;49,3;4,8;14,3;0,7;0,3;15;0,0;1,0;0,5;0,6;0,1;12,1;0,0;3,4;0,0;0,0;1,5;0,0;0,7;0;0,0;44;0.02;20;0,1;0;1036
Lars Gindorf;M/AM (C), ST (C);24;50K € - 475K €;3. Liga;Germany;2,0;4,7;46%;0,0;14%;0;0,0;1,5;0,3;88%;10,1;0;0,3;4,5;0,9;0,6;1,0;0,9;0;43,6;2,0;14,0;1,7;0,8;11;0,1;2,0;0,1;0,3;0,3;12,7;0,2;5,2;0,1;0,7;1,3;0,2;4,5;6;0,1;26;0.03;17;0,3;0;1545
Frank Ronstadt;D/WB (R);28;50K € - 475K €;3. Liga;Germany;3,6;9,6;47%;0,0;0%;0;0,0;1,7;0,3;84%;19,2;0;1,4;10,2;2,6;2,4;0,9;0,5;0;44,6;4,3;24,5;2,4;2,9;35;1,2;1,0;0,3;0,6;0,0;13,3;0,0;3,1;0,2;9,4;1,2;0,3;13,2;11;0,0;37;-0.54;43;0,0;0;1328
Felix Lohkemper;AM (RL), ST (C);30;65K € - 650K €;3. Liga;Germany;1,1;3,1;48%;0,0;3%;0;0,0;1,7;0,6;87%;6,7;0;0,2;1,6;0,6;0,3;0,9;1,1;0;28,1;1,1;8,2;1,7;1,3;4;0,5;2,2;0,1;0,1;0,1;11,1;0,2;7,4;0,2;1,6;1,8;0,1;1,7;29;0,0;24;-2.11;9;0,2;0;1280
Niko Vukančić;D (C);23;275K € - 900K €;3. Liga;Germany;3,8;11,8;40%;0,1;20%;0;0,0;0,3;0,1;89%;4,6;0;1,2;1,5;0,6;0,4;0,0;0,1;0;41,0;2,4;6,2;0,3;0,1;9;0,1;0,2;0,8;0,6;0,0;10,3;0,0;7,0;0,0;0,1;4,7;0,0;0,1;66;1,0;67;0.44;10;0,0;0;1833
Patrick Kammerbauer;D/WB (R);28;28K € - 275K €;3. Liga;Germany;3,8;11,7;45%;0,0;5%;0;0,0;1,7;0,5;81%;19,2;0;0,9;11,1;3,2;1,6;1,4;0,8;0;45,9;5,4;25,5;1,7;2,5;21;1,1;1,7;0,5;1,1;0,1;12,9;0,1;3,5;0,2;9,8;1,7;0,2;11,7;11;0,2;47;0.21;36;0,1;0;1197
Dominik Pelivan;D (C), DM;29;200K € - 700K €;3. Liga;Germany;2,7;9,1;33%;0,1;0%;0;0,0;0,5;0,1;93%;4,1;0;1,1;5,8;1,9;1,9;0,2;0,1;0;43,8;4,3;11,0;0,5;0,0;28;0,0;0,2;0,1;0,3;0,0;12,4;0,0;3,0;0,1;0,0;1,9;0,1;0,1;0;0,2;64;-0.05;36;0,0;0;1345
Michael Schultz;D (C), DM;32;35K € - 120K €;3. Liga;Germany;2,9;8,9;29%;0,0;0%;0;0,0;0,3;0,0;93%;3,2;0;1,1;2,6;1,1;0,4;0,2;0,1;0;43,5;2,6;5,6;0,3;0,0;9;0,0;0,3;0,4;0,3;0,0;10,4;0,0;3,4;0,0;0,0;1,6;0,0;0,0;0;0,4;46;-0.35;15;0,0;0;1834
Justin Janitzek;D (LC), WB (L);21;180K € - 1,8M €;3. Liga;Germany;3,2;12,1;44%;0,1;0%;0;0,0;0,4;0,0;87%;7,2;0;1,0;1,7;0,5;0,5;0,0;0,2;0;52,7;4,5;5,9;0,4;0,0;10;0,0;0,4;0,4;0,8;0,0;10,5;0,0;6,5;0,0;0,0;4,9;0,1;0,0;0;1,0;76;-0.49;12;0,0;0;1890
Timmy Thiele;ST (C);34;0 € - 35K €;3. Liga;Germany;0,9;2,3;70%;0,0;30%;0;0,0;1,8;0,9;90%;9,4;0;0,2;1,6;0,4;0,1;0,3;1,4;0;39,7;1,3;10,3;1,8;1,8;2;0,5;2,0;0,1;0,1;0,6;12,0;0,4;8,8;0,3;2,1;2,9;0,5;2,1;25;0,2;33;2.89;2;0,4;0;1324
Max Brandt;DM, M (C);24;95K € - 950K €;3. Liga;Germany;2,4;7,9;43%;0,1;14%;0;0,0;1,0;0,2;90%;8,9;0;0,6;7,6;1,9;1,3;0,8;0,5;0;61,7;9,1;15,5;1,3;0,2;16;0,2;1,1;0,2;0,6;0,2;12,2;0,1;1,6;0,0;0,3;0,6;0,0;3,7;8;0,0;35;0.53;19;0,1;0;1142
Lars Dietz;D (C), DM;28;70K € - 700K €;3. Liga;Germany;3,2;11,3;20%;0,1;0%;0;0,0;0,4;0,0;89%;6,1;0;1,4;2,7;0,7;0,5;0,2;0,1;0;50,7;5,1;7,1;0,4;0,0;8;0,0;0,3;0,4;0,6;0,0;11,2;0,0;4,5;0,0;0,0;2,8;0,0;0,0;0;0,9;61;-0.21;11;0,0;0;1493
Martin Ens;D (C), DM, M (C);24;75K € - 750K €;3. Liga;Germany;4,3;13,6;45%;0,1;9%;0;0,0;0,2;0,1;90%;4,4;0;1,4;2,0;0,3;0,6;0,1;0,2;0;42,8;2,0;5,2;0,2;0,1;14;0,0;0,5;0,5;0,6;0,0;10,2;0,0;6,6;0,0;0,0;4,7;0,1;0,0;0;1,1;71;0.39;17;0,0;0;2100
Niklas May;D/WB (L);23;30K € - 300K €;3. Liga;Germany;3,4;11,1;43%;0,1;14%;0;0,0;1,5;0,4;81%;19,3;0;1,0;12,8;3,4;2,9;0,3;0,2;0;53,3;6,3;24,2;2,0;3,7;41;0,9;0,5;0,1;0,4;0,1;13,4;0,0;2,7;0,2;6,3;1,5;0,2;9,8;14;0,1;55;0.45;53;0,0;0;1289
Leny Meyer;D/WB/M (L);21;130K € - 1,3M €;3. Liga;Germany;5,7;15,0;15%;0,2;0%;0;0,0;2,0;0,5;85%;19,9;0;1,4;8,7;3,0;2,5;0,8;0,2;0;64,2;9,2;25,9;2,1;3,1;33;1,7;1,0;0,4;0,7;0,0;13,0;0,0;4,7;0,2;9,8;3,6;0,3;10,1;17;0,6;77;-0.6;43;0,0;0;1185
Franz Pfanne;D (C), DM, M (C);31;Not for Sale;3. Liga;Germany;3,8;14,3;44%;0,1;11%;0;0,0;0,3;0,0;86%;8,6;0;1,3;2,4;1,0;0,5;0,2;0,2;0;58,5;4,9;7,6;0,3;0,0;10;0,0;0,5;0,5;0,6;0,1;10,6;0,0;8,0;0,0;0,1;6,4;0,0;0,1;0;1,1;80;0.54;16;0,0;0;1710
Benedikt Saller;D (R), DM, M (C);33;30K € - 325K €;3. Liga;Germany;2,5;8,1;38%;0,0;13%;0;0,0;1,2;0,1;89%;7,5;0;0,7;8,4;2,3;0,6;1,8;0,8;0;53,9;4,5;10,5;1,3;0,4;9;0,1;2,1;0,1;0,3;0,3;11,7;0,1;1,9;0,1;0,7;0,9;0,1;1,7;12;0,2;50;2.01;24;0,1;0;1352
